id,city,year,needstates,day_daypart,needstate_group,matched_attribute
459120,Hồ Chí Minh,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
459121,Hà Nội,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
459121,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
459121,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459121,Hà Nội,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
459147,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459147,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459147,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459147,Hồ Chí Minh,2018,Drinking tea,Overall,Drinking beverages,Good tea
459148,Đà Nẵng,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
459148,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459148,Đà Nẵng,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
459148,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459148,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459148,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459148,Đà Nẵng,2018,Drinking tea,Overall,Drinking beverages,Good tea
459161,Hồ Chí Minh,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
459161,Hồ Chí Minh,2018,Have snack / pastry,Overall,Meals & Snack,Good food
459161,Hồ Chí Minh,2018,Have snack / pastry,Overall,Meals & Snack,Varied menu
459161,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459161,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459161,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459244,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459244,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459244,Đà Nẵng,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
459274,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459274,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459274,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459289,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459289,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459289,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459289,Đà Nẵng,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
459292,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459292,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459316,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459316,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459316,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459316,Hồ Chí Minh,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
459321,Nha Trang,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459321,Nha Trang,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459321,Nha Trang,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459321,Nha Trang,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459356,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459356,Hồ Chí Minh,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
459356,Hồ Chí Minh,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
459356,Hồ Chí Minh,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
459480,Hồ Chí Minh,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
459480,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459480,Hồ Chí Minh,2018,Have snack / pastry,Overall,Meals & Snack,Good food
459480,Hồ Chí Minh,2018,Have snack / pastry,Overall,Meals & Snack,Varied menu
459480,Hồ Chí Minh,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
459493,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459493,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459493,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459493,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459493,Đà Nẵng,2018,Studying / Reading books,Overall,Studying & Others,Work/study friendly
459493,Đà Nẵng,2018,Studying / Reading books,Overall,Studying & Others,Study-friendly place
459493,Đà Nẵng,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
459503,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459503,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459512,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
459512,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459512,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459516,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459630,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459630,Hồ Chí Minh,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
459630,Hồ Chí Minh,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
459630,Hồ Chí Minh,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
459630,Hồ Chí Minh,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
459630,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459630,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459630,Hồ Chí Minh,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
459631,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459631,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459631,Hồ Chí Minh,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
459631,Hồ Chí Minh,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
459635,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459635,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459635,Hồ Chí Minh,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
459636,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459636,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459641,Hồ Chí Minh,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
459641,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459641,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459641,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459659,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459660,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459661,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459676,Hà Nội,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
459676,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459681,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459681,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459681,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459681,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459682,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459682,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459682,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459693,Hồ Chí Minh,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
459693,Hồ Chí Minh,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
459693,Hồ Chí Minh,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
459693,Hồ Chí Minh,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
459693,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459693,Hồ Chí Minh,2018,Drinking tea,Overall,Drinking beverages,Good tea
459693,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459706,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459706,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459709,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459709,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459709,Hồ Chí Minh,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
459709,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459712,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459780,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
459780,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459780,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459780,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459783,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459787,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459787,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
459787,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459806,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459806,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459806,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459806,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459811,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459811,Hồ Chí Minh,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
459811,Hồ Chí Minh,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
459811,Hồ Chí Minh,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
459811,Hồ Chí Minh,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
459834,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
459834,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459834,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459834,Hà Nội,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
459834,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459834,Hà Nội,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
459834,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459877,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459877,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459877,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459877,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459884,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459884,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459884,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459890,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459890,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459890,Hà Nội,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
459898,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459898,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459898,Đà Nẵng,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
459898,Đà Nẵng,2018,Have snack / pastry,Overall,Meals & Snack,Good food
459898,Đà Nẵng,2018,Have snack / pastry,Overall,Meals & Snack,Varied menu
459898,Đà Nẵng,2018,Drinking tea,Overall,Drinking beverages,Good tea
459898,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459898,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459927,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459927,Hà Nội,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
459933,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459933,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459933,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459933,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459934,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459935,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459935,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459969,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459969,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459969,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459970,Hà Nội,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
459970,Hà Nội,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
459970,Hà Nội,2018,Drinking tea,Overall,Drinking beverages,Good tea
459970,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459971,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459971,Hà Nội,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
459971,Hà Nội,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
459971,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
459972,Hà Nội,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
459972,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459972,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459972,Hà Nội,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
459972,Hà Nội,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
459973,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459973,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459973,Hà Nội,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
459974,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459974,Hà Nội,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
459974,Hà Nội,2018,Have snack / pastry,Overall,Meals & Snack,Good food
459974,Hà Nội,2018,Have snack / pastry,Overall,Meals & Snack,Varied menu
459974,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
459974,Hà Nội,2018,Drinking tea,Overall,Drinking beverages,Good tea
459975,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
459975,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
459975,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459975,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459975,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Good music
459975,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
459975,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
459975,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
459975,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
459975,Hà Nội,2018,Drinking tea,Overall,Drinking beverages,Good tea
459985,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
459985,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
459985,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
459985,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
459985,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
459985,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
459985,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460006,Hà Nội,2018,Drinking tea,Overall,Drinking beverages,Good tea
460006,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460006,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460006,Hà Nội,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
460006,Hà Nội,2018,Have snack / pastry,Overall,Meals & Snack,Good food
460006,Hà Nội,2018,Have snack / pastry,Overall,Meals & Snack,Varied menu
460006,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460007,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460007,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460008,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460008,Hà Nội,2018,Drinking tea,Overall,Drinking beverages,Good tea
460008,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460009,Hà Nội,2018,Drinking tea,Overall,Drinking beverages,Good tea
460009,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460009,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460010,Hà Nội,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
460010,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460010,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460010,Hà Nội,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
460010,Hà Nội,2018,Studying / Reading books,Overall,Studying & Others,Work/study friendly
460010,Hà Nội,2018,Studying / Reading books,Overall,Studying & Others,Study-friendly place
460031,Hà Nội,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
460031,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460031,Hà Nội,2018,Have snack / pastry,Overall,Meals & Snack,Good food
460031,Hà Nội,2018,Have snack / pastry,Overall,Meals & Snack,Varied menu
460031,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
460031,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
460031,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
460031,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
460031,Hà Nội,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
460031,Hà Nội,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
460031,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460033,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460033,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460033,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460043,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460061,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460061,Hà Nội,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
460061,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460061,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460063,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460063,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460074,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460074,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460074,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460080,Đà Nẵng,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
460080,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460080,Đà Nẵng,2018,Drinking tea,Overall,Drinking beverages,Good tea
460080,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460080,Đà Nẵng,2018,Have snack / pastry,Overall,Meals & Snack,Good food
460080,Đà Nẵng,2018,Have snack / pastry,Overall,Meals & Snack,Varied menu
460094,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460096,Hà Nội,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
460096,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460096,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460096,Hà Nội,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
460096,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460096,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
460096,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
460096,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
460096,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
460096,Hà Nội,2018,Drinking tea,Overall,Drinking beverages,Good tea
460140,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460140,Đà Nẵng,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
460141,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460141,Hà Nội,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
460141,Hà Nội,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
460141,Hà Nội,2018,Have snack / pastry,Overall,Meals & Snack,Good food
460141,Hà Nội,2018,Have snack / pastry,Overall,Meals & Snack,Varied menu
460141,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460141,Hà Nội,2018,Drinking tea,Overall,Drinking beverages,Good tea
460160,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460160,Hà Nội,2018,Drinking tea,Overall,Drinking beverages,Good tea
460160,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460160,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460164,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460164,Hồ Chí Minh,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
460164,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460165,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460166,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460166,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460166,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460166,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460170,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460172,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460172,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460172,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460172,Đà Nẵng,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
460180,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460180,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460191,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460191,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460191,Hà Nội,2018,Drinking tea,Overall,Drinking beverages,Good tea
460191,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460192,Đà Nẵng,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460192,Đà Nẵng,2018,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Good food
460192,Đà Nẵng,2018,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Varied menu
460192,Đà Nẵng,2018,Drinking tea,Overall,Drinking beverages,Good tea
460193,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460193,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460193,Hà Nội,2018,Drinking tea,Overall,Drinking beverages,Good tea
460194,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460194,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460194,Hà Nội,2018,Drinking tea,Overall,Drinking beverages,Good tea
460205,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460205,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460207,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460208,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460208,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460215,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460215,Đà Nẵng,2018,Drinking tea,Overall,Drinking beverages,Good tea
460215,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460215,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460215,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460215,Đà Nẵng,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
460215,Đà Nẵng,2018,Have snack / pastry,Overall,Meals & Snack,Good food
460215,Đà Nẵng,2018,Have snack / pastry,Overall,Meals & Snack,Varied menu
460215,Đà Nẵng,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460215,Đà Nẵng,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
460215,Đà Nẵng,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
460218,Hà Nội,2018,Drinking tea,Overall,Drinking beverages,Good tea
460218,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460218,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460218,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460218,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460219,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460219,Hà Nội,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
