id,segmentation,visit,spending,brand_type,ppa
126589,Seg.01 - Mass (<VND 25K),6,60,Independent,10
126589,Seg.02 - Mass Asp (VND 25K - VND 59K),4,180,Chain,45
126590,Seg.01 - Mass (<VND 25K),20,200,Independent,10
126744,Seg.01 - Mass (<VND 25K),6,60,Independent,10
126745,Seg.01 - Mass (<VND 25K),30,300,Independent,10
126754,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Street,30
126826,Seg.02 - Mass Asp (VND 25K - VND 59K),2,80,Street,40
126909,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
126909,Seg.01 - Mass (<VND 25K),26,260,Street,10
126910,Seg.02 - Mass Asp (VND 25K - VND 59K),3,135,Independent,45
126911,Seg.01 - Mass (<VND 25K),4,60,Chain,15
126911,Seg.01 - Mass (<VND 25K),26,156,Street,6
126912,Seg.01 - Mass (<VND 25K),24,240,Independent,10
126912,Seg.01 - Mass (<VND 25K),6,42,Street,7
126913,Seg.01 - Mass (<VND 25K),30,240,Independent,8
126974,Seg.01 - Mass (<VND 25K),30,240,Street,8
126974,Seg.02 - Mass Asp (VND 25K - VND 59K),5,125,Independent,25
126975,Seg.01 - Mass (<VND 25K),2,24,Independent,12
126976,Seg.01 - Mass (<VND 25K),2,36,Independent,18
126980,Seg.01 - Mass (<VND 25K),6,60,Independent,10
127013,Seg.01 - Mass (<VND 25K),20,160,Street,8
127014,Seg.01 - Mass (<VND 25K),4,40,Independent,10
127136,Seg.01 - Mass (<VND 25K),30,360,Independent,12
127137,Seg.01 - Mass (<VND 25K),30,300,Independent,10
127248,Seg.01 - Mass (<VND 25K),60,420,Independent,7
127249,Seg.02 - Mass Asp (VND 25K - VND 59K),1,39,Chain,39
127249,Seg.02 - Mass Asp (VND 25K - VND 59K),3,75,Independent,25
127250,Seg.01 - Mass (<VND 25K),30,300,Street,10
127251,Seg.02 - Mass Asp (VND 25K - VND 59K),2,78,Chain,39
127251,Seg.01 - Mass (<VND 25K),8,64,Street,8
127251,Seg.01 - Mass (<VND 25K),10,100,Independent,10
127252,Seg.01 - Mass (<VND 25K),15,210,Independent,14
127252,Seg.01 - Mass (<VND 25K),5,50,Street,10
127298,Seg.02 - Mass Asp (VND 25K - VND 59K),4,200,Independent,50
127317,Seg.04 - Super Premium (VND 100K+),5,500,Chain,100
127317,Seg.02 - Mass Asp (VND 25K - VND 59K),7,210,Street,30
127337,Seg.01 - Mass (<VND 25K),26,260,Street,10
127337,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Independent,30
127354,Seg.01 - Mass (<VND 25K),30,240,Street,8
127362,Seg.01 - Mass (<VND 25K),5,50,Street,10
127362,Seg.01 - Mass (<VND 25K),25,250,Independent,10
127363,Seg.01 - Mass (<VND 25K),25,375,Street,15
127363,Seg.02 - Mass Asp (VND 25K - VND 59K),5,250,Chain,50
127364,Seg.01 - Mass (<VND 25K),20,300,Independent,15
127364,Seg.03 - Premium (VND 60K - VND 99K),5,300,Chain,60
127364,Seg.01 - Mass (<VND 25K),5,60,Street,12
127365,Seg.01 - Mass (<VND 25K),28,420,Independent,15
127365,Seg.03 - Premium (VND 60K - VND 99K),2,120,Chain,60
127366,Seg.01 - Mass (<VND 25K),25,250,Independent,10
127366,Seg.01 - Mass (<VND 25K),5,40,Street,8
127367,Seg.01 - Mass (<VND 25K),12,120,Street,10
127368,Seg.01 - Mass (<VND 25K),4,48,Independent,12
127368,Seg.01 - Mass (<VND 25K),8,80,Street,10
127369,Seg.01 - Mass (<VND 25K),3,36,Independent,12
127369,Seg.01 - Mass (<VND 25K),17,204,Street,12
127376,Seg.01 - Mass (<VND 25K),30,300,Independent,10
127377,Seg.01 - Mass (<VND 25K),2,16,Street,8
127377,Seg.01 - Mass (<VND 25K),33,330,Independent,10
127378,Seg.01 - Mass (<VND 25K),12,144,Independent,12
127379,Seg.01 - Mass (<VND 25K),9,108,Independent,12
127379,Seg.02 - Mass Asp (VND 25K - VND 59K),1,35,Chain,35
127380,Seg.01 - Mass (<VND 25K),4,60,Independent,15
127382,Seg.01 - Mass (<VND 25K),6,48,Independent,8
127383,Seg.01 - Mass (<VND 25K),30,240,Independent,8
127414,Seg.01 - Mass (<VND 25K),2,24,Street,12
127415,Seg.03 - Premium (VND 60K - VND 99K),12,720,Chain,60
127416,Seg.01 - Mass (<VND 25K),5,75,Street,15
127416,Seg.01 - Mass (<VND 25K),10,200,Independent,20
127417,Seg.01 - Mass (<VND 25K),8,104,Street,13
127419,Seg.01 - Mass (<VND 25K),9,180,Street,20
127419,Seg.01 - Mass (<VND 25K),1,20,Independent,20
127420,Seg.02 - Mass Asp (VND 25K - VND 59K),1,35,Chain,35
127420,Seg.01 - Mass (<VND 25K),9,108,Street,12
127421,Seg.01 - Mass (<VND 25K),30,300,Street,10
127596,Seg.02 - Mass Asp (VND 25K - VND 59K),2,100,Chain,50
127596,Seg.01 - Mass (<VND 25K),1,10,Street,10
127596,Seg.01 - Mass (<VND 25K),5,100,Independent,20
127597,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
127598,Seg.01 - Mass (<VND 25K),20,240,Independent,12
127599,Seg.01 - Mass (<VND 25K),10,90,Street,9
127599,Seg.01 - Mass (<VND 25K),20,300,Independent,15
127600,Seg.02 - Mass Asp (VND 25K - VND 59K),8,240,Independent,30
127601,Seg.01 - Mass (<VND 25K),20,280,Independent,14
127601,Seg.01 - Mass (<VND 25K),10,80,Street,8
127602,Seg.01 - Mass (<VND 25K),40,800,Independent,20
127602,Seg.01 - Mass (<VND 25K),20,160,Street,8
127603,Seg.01 - Mass (<VND 25K),12,120,Street,10
127603,Seg.03 - Premium (VND 60K - VND 99K),3,195,Chain,65
127604,Seg.01 - Mass (<VND 25K),20,240,Street,12
127677,Seg.01 - Mass (<VND 25K),26,208,Street,8
127808,Seg.01 - Mass (<VND 25K),4,80,Independent,20
127833,Seg.01 - Mass (<VND 25K),3,66,Independent,22
127957,Seg.01 - Mass (<VND 25K),3,30,Street,10
128537,Seg.02 - Mass Asp (VND 25K - VND 59K),3,150,Chain,50
128547,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Street,30
130167,Seg.02 - Mass Asp (VND 25K - VND 59K),2,50,Independent,25
130167,Seg.01 - Mass (<VND 25K),2,40,Street,20
130168,Seg.02 - Mass Asp (VND 25K - VND 59K),10,420,Chain,42
130168,Seg.01 - Mass (<VND 25K),20,400,Independent,20
130169,Seg.03 - Premium (VND 60K - VND 99K),6,360,Chain,60
130629,Seg.01 - Mass (<VND 25K),5,50,Street,10
130629,Seg.01 - Mass (<VND 25K),20,200,Independent,10
130948,Seg.01 - Mass (<VND 25K),5,100,Independent,20
130948,Seg.01 - Mass (<VND 25K),20,300,Street,15
130956,Seg.01 - Mass (<VND 25K),8,120,Street,15
130957,Seg.02 - Mass Asp (VND 25K - VND 59K),4,128,Chain,32
130959,Seg.02 - Mass Asp (VND 25K - VND 59K),4,172,Chain,43
130960,Seg.02 - Mass Asp (VND 25K - VND 59K),2,50,Street,25
131015,Seg.01 - Mass (<VND 25K),26,208,Street,8
131015,Seg.01 - Mass (<VND 25K),4,60,Independent,15
131047,Seg.02 - Mass Asp (VND 25K - VND 59K),1,40,Chain,40
131047,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
131087,Seg.02 - Mass Asp (VND 25K - VND 59K),6,150,Independent,25
131087,Seg.01 - Mass (<VND 25K),10,120,Street,12
131088,Seg.02 - Mass Asp (VND 25K - VND 59K),2,90,Chain,45
131088,Seg.02 - Mass Asp (VND 25K - VND 59K),2,80,Independent,40
131089,Seg.02 - Mass Asp (VND 25K - VND 59K),2,100,Chain,50
131089,Seg.01 - Mass (<VND 25K),6,90,Street,15
131090,Seg.01 - Mass (<VND 25K),8,120,Independent,15
131090,Seg.01 - Mass (<VND 25K),22,264,Street,12
131110,Seg.02 - Mass Asp (VND 25K - VND 59K),1,35,Chain,35
131110,Seg.01 - Mass (<VND 25K),9,72,Independent,8
131112,Seg.01 - Mass (<VND 25K),4,60,Independent,15
131113,Seg.01 - Mass (<VND 25K),5,35,Street,7
131113,Seg.01 - Mass (<VND 25K),25,200,Independent,8
131115,Seg.02 - Mass Asp (VND 25K - VND 59K),2,98,Chain,49
131115,Seg.01 - Mass (<VND 25K),2,40,Independent,20
131118,Seg.01 - Mass (<VND 25K),10,150,Independent,15
131120,Seg.01 - Mass (<VND 25K),27,189,Street,7
131120,Seg.01 - Mass (<VND 25K),3,30,Independent,10
131122,Seg.01 - Mass (<VND 25K),9,180,Independent,20
131122,Seg.02 - Mass Asp (VND 25K - VND 59K),3,147,Chain,49
131163,Seg.01 - Mass (<VND 25K),4,40,Street,10
131163,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Independent,35
131284,Seg.02 - Mass Asp (VND 25K - VND 59K),2,50,Independent,25
131459,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
131460,Seg.01 - Mass (<VND 25K),8,120,Independent,15
131461,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
131462,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Independent,30
131522,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Independent,35
131541,Seg.02 - Mass Asp (VND 25K - VND 59K),3,75,Independent,25
131555,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
131556,Seg.01 - Mass (<VND 25K),8,80,Street,10
131556,Seg.02 - Mass Asp (VND 25K - VND 59K),22,880,Independent,40
131557,Seg.01 - Mass (<VND 25K),30,300,Street,10
131558,Seg.01 - Mass (<VND 25K),2,16,Street,8
131558,Seg.01 - Mass (<VND 25K),28,336,Independent,12
131559,Seg.02 - Mass Asp (VND 25K - VND 59K),30,1350,Independent,45
131560,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Independent,35
131561,Seg.01 - Mass (<VND 25K),8,160,Street,20
131562,Seg.01 - Mass (<VND 25K),7,70,Street,10
131563,Seg.02 - Mass Asp (VND 25K - VND 59K),8,320,Independent,40
131564,Seg.02 - Mass Asp (VND 25K - VND 59K),2,50,Independent,25
131566,Seg.03 - Premium (VND 60K - VND 99K),3,210,Independent,70
131567,Seg.02 - Mass Asp (VND 25K - VND 59K),11,275,Independent,25
131567,Seg.02 - Mass Asp (VND 25K - VND 59K),5,125,Chain,25
131568,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
131568,Seg.02 - Mass Asp (VND 25K - VND 59K),1,50,Chain,50
131569,Seg.02 - Mass Asp (VND 25K - VND 59K),3,150,Independent,50
131590,Seg.01 - Mass (<VND 25K),5,75,Street,15
131590,Seg.01 - Mass (<VND 25K),10,200,Independent,20
131591,Seg.01 - Mass (<VND 25K),10,150,Independent,15
131593,Seg.01 - Mass (<VND 25K),4,60,Independent,15
131633,Seg.01 - Mass (<VND 25K),2,40,Independent,20
131636,Seg.01 - Mass (<VND 25K),2,40,Independent,20
132159,Seg.03 - Premium (VND 60K - VND 99K),3,210,Chain,70
132160,Seg.01 - Mass (<VND 25K),3,60,Independent,20
132160,Seg.01 - Mass (<VND 25K),1,8,Street,8
132161,Seg.02 - Mass Asp (VND 25K - VND 59K),3,150,Independent,50
132162,Seg.02 - Mass Asp (VND 25K - VND 59K),20,600,Independent,30
132162,Seg.01 - Mass (<VND 25K),4,40,Street,10
132163,Seg.01 - Mass (<VND 25K),20,120,Street,6
132177,Seg.01 - Mass (<VND 25K),3,45,Independent,15
132278,Seg.02 - Mass Asp (VND 25K - VND 59K),60,1500,Chain,25
132281,Seg.01 - Mass (<VND 25K),4,80,Independent,20
132282,Seg.02 - Mass Asp (VND 25K - VND 59K),5,125,Independent,25
132282,Seg.02 - Mass Asp (VND 25K - VND 59K),1,40,Chain,40
132283,Seg.01 - Mass (<VND 25K),4,60,Independent,15
132283,Seg.01 - Mass (<VND 25K),21,168,Street,8
132401,Seg.01 - Mass (<VND 25K),2,40,Chain,20
132403,Seg.01 - Mass (<VND 25K),1,20,Chain,20
132403,Seg.01 - Mass (<VND 25K),1,10,Street,10
132404,Seg.01 - Mass (<VND 25K),6,108,Chain,18
132406,Seg.01 - Mass (<VND 25K),15,150,Independent,10
132407,Seg.01 - Mass (<VND 25K),8,160,Independent,20
132408,Seg.02 - Mass Asp (VND 25K - VND 59K),8,200,Chain,25
132410,Seg.01 - Mass (<VND 25K),40,400,Independent,10
132410,Seg.01 - Mass (<VND 25K),20,340,Chain,17
132411,Seg.01 - Mass (<VND 25K),8,160,Independent,20
132470,Seg.02 - Mass Asp (VND 25K - VND 59K),60,1500,Chain,25
132471,Seg.01 - Mass (<VND 25K),25,250,Independent,10
132472,Seg.01 - Mass (<VND 25K),15,300,Street,20
132474,Seg.01 - Mass (<VND 25K),7,105,Chain,15
132487,Seg.01 - Mass (<VND 25K),1,12,Street,12
132487,Seg.02 - Mass Asp (VND 25K - VND 59K),3,177,Chain,59
132558,Seg.01 - Mass (<VND 25K),10,80,Street,8
132558,Seg.01 - Mass (<VND 25K),20,200,Independent,10
132559,Seg.01 - Mass (<VND 25K),30,240,Street,8
132560,Seg.01 - Mass (<VND 25K),30,240,Street,8
132605,Seg.02 - Mass Asp (VND 25K - VND 59K),10,250,Chain,25
132605,Seg.01 - Mass (<VND 25K),20,300,Independent,15
132606,Seg.01 - Mass (<VND 25K),20,400,Independent,20
132606,Seg.01 - Mass (<VND 25K),10,100,Street,10
132607,Seg.01 - Mass (<VND 25K),5,100,Independent,20
132607,Seg.02 - Mass Asp (VND 25K - VND 59K),15,450,Chain,30
132607,Seg.01 - Mass (<VND 25K),10,100,Street,10
132623,Seg.02 - Mass Asp (VND 25K - VND 59K),1,28,Chain,28
132623,Seg.01 - Mass (<VND 25K),1,18,Street,18
132625,Seg.01 - Mass (<VND 25K),3,69,Street,23
132626,Seg.02 - Mass Asp (VND 25K - VND 59K),2,80,Chain,40
132626,Seg.01 - Mass (<VND 25K),28,504,Street,18
132627,Seg.02 - Mass Asp (VND 25K - VND 59K),12,420,Chain,35
132628,Seg.01 - Mass (<VND 25K),10,200,Street,20
132628,Seg.02 - Mass Asp (VND 25K - VND 59K),20,1000,Chain,50
132630,Seg.01 - Mass (<VND 25K),2,46,Street,23
132632,Seg.01 - Mass (<VND 25K),12,264,Street,22
132692,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Independent,30
132714,Seg.01 - Mass (<VND 25K),24,168,Street,7
132715,Seg.01 - Mass (<VND 25K),30,210,Independent,7
132716,Seg.01 - Mass (<VND 25K),15,180,Independent,12
132717,Seg.01 - Mass (<VND 25K),20,120,Street,6
132717,Seg.01 - Mass (<VND 25K),5,40,Independent,8
132768,Seg.01 - Mass (<VND 25K),2,30,Street,15
132798,Seg.01 - Mass (<VND 25K),4,80,Street,20
132799,Seg.01 - Mass (<VND 25K),30,450,Street,15
132800,Seg.01 - Mass (<VND 25K),3,45,Independent,15
132889,Seg.01 - Mass (<VND 25K),3,60,Independent,20
132898,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
132899,Seg.02 - Mass Asp (VND 25K - VND 59K),2,78,Chain,39
132903,Seg.01 - Mass (<VND 25K),4,80,Independent,20
132904,Seg.02 - Mass Asp (VND 25K - VND 59K),4,160,Chain,40
132905,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
132906,Seg.02 - Mass Asp (VND 25K - VND 59K),2,50,Independent,25
132938,Seg.02 - Mass Asp (VND 25K - VND 59K),1,30,Chain,30
132938,Seg.01 - Mass (<VND 25K),11,165,Independent,15
132939,Seg.02 - Mass Asp (VND 25K - VND 59K),3,117,Chain,39
132939,Seg.01 - Mass (<VND 25K),9,90,Independent,10
132940,Seg.01 - Mass (<VND 25K),3,45,Independent,15
132941,Seg.01 - Mass (<VND 25K),2,14,Street,7
132941,Seg.01 - Mass (<VND 25K),28,196,Independent,7
132942,Seg.01 - Mass (<VND 25K),2,30,Independent,15
132944,Seg.01 - Mass (<VND 25K),17,255,Chain,15
132944,Seg.01 - Mass (<VND 25K),3,30,Street,10
132944,Seg.01 - Mass (<VND 25K),17,255,Independent,15
132948,Seg.02 - Mass Asp (VND 25K - VND 59K),2,100,Chain,50
132949,Seg.02 - Mass Asp (VND 25K - VND 59K),20,700,Independent,35
132949,Seg.02 - Mass Asp (VND 25K - VND 59K),10,400,Chain,40
132950,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
132951,Seg.02 - Mass Asp (VND 25K - VND 59K),2,90,Chain,45
132952,Seg.01 - Mass (<VND 25K),5,75,Street,15
132952,Seg.02 - Mass Asp (VND 25K - VND 59K),25,1000,Independent,40
132953,Seg.01 - Mass (<VND 25K),2,30,Street,15
132954,Seg.02 - Mass Asp (VND 25K - VND 59K),2,80,Independent,40
132955,Seg.01 - Mass (<VND 25K),6,120,Independent,20
132956,Seg.02 - Mass Asp (VND 25K - VND 59K),20,600,Independent,30
132956,Seg.01 - Mass (<VND 25K),10,150,Street,15
132957,Seg.02 - Mass Asp (VND 25K - VND 59K),3,75,Independent,25
132958,Seg.01 - Mass (<VND 25K),4,48,Street,12
132963,Seg.02 - Mass Asp (VND 25K - VND 59K),3,105,Independent,35
132964,Seg.02 - Mass Asp (VND 25K - VND 59K),5,150,Independent,30
132965,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
132966,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
132968,Seg.03 - Premium (VND 60K - VND 99K),1,70,Chain,70
132970,Seg.02 - Mass Asp (VND 25K - VND 59K),2,50,Independent,25
132971,Seg.02 - Mass Asp (VND 25K - VND 59K),2,50,Independent,25
132972,Seg.02 - Mass Asp (VND 25K - VND 59K),30,900,Independent,30
132973,Seg.01 - Mass (<VND 25K),10,200,Independent,20
132974,Seg.01 - Mass (<VND 25K),2,40,Independent,20
132977,Seg.01 - Mass (<VND 25K),2,30,Street,15
132978,Seg.03 - Premium (VND 60K - VND 99K),3,195,Independent,65
132979,Seg.02 - Mass Asp (VND 25K - VND 59K),2,100,Independent,50
132980,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Independent,30
132981,Seg.02 - Mass Asp (VND 25K - VND 59K),3,75,Independent,25
132982,Seg.02 - Mass Asp (VND 25K - VND 59K),15,375,Independent,25
132983,Seg.01 - Mass (<VND 25K),2,40,Independent,20
132984,Seg.01 - Mass (<VND 25K),2,40,Independent,20
133096,Seg.02 - Mass Asp (VND 25K - VND 59K),20,600,Chain,30
133096,Seg.01 - Mass (<VND 25K),10,100,Street,10
133097,Seg.01 - Mass (<VND 25K),1,18,Independent,18
133097,Seg.01 - Mass (<VND 25K),1,12,Street,12
133098,Seg.01 - Mass (<VND 25K),30,360,Street,12
133099,Seg.01 - Mass (<VND 25K),4,40,Street,10
133100,Seg.01 - Mass (<VND 25K),3,30,Street,10
133100,Seg.02 - Mass Asp (VND 25K - VND 59K),27,1350,Independent,50
133101,Seg.03 - Premium (VND 60K - VND 99K),3,240,Chain,80
133129,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
133130,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Chain,35
133131,Seg.01 - Mass (<VND 25K),4,80,Street,20
133132,Seg.02 - Mass Asp (VND 25K - VND 59K),2,50,Street,25
133134,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
133243,Seg.01 - Mass (<VND 25K),22,440,Independent,20
133244,Seg.01 - Mass (<VND 25K),23,161,Street,7
133245,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
133246,Seg.01 - Mass (<VND 25K),4,60,Independent,15
133247,Seg.01 - Mass (<VND 25K),40,600,Independent,15
133275,Seg.01 - Mass (<VND 25K),30,300,Street,10
133276,Seg.02 - Mass Asp (VND 25K - VND 59K),8,400,Chain,50
133325,Seg.02 - Mass Asp (VND 25K - VND 59K),25,875,Independent,35
133325,Seg.01 - Mass (<VND 25K),5,50,Street,10
133327,Seg.02 - Mass Asp (VND 25K - VND 59K),25,1250,Independent,50
133327,Seg.01 - Mass (<VND 25K),5,60,Street,12
133329,Seg.04 - Super Premium (VND 100K+),3,300,Independent,100
133345,Seg.01 - Mass (<VND 25K),20,300,Independent,15
133360,Seg.01 - Mass (<VND 25K),3,36,Street,12
133360,Seg.01 - Mass (<VND 25K),3,36,Independent,12
133377,Seg.01 - Mass (<VND 25K),1,12,Street,12
133377,Seg.02 - Mass Asp (VND 25K - VND 59K),3,150,Chain,50
133378,Seg.01 - Mass (<VND 25K),20,200,Street,10
133379,Seg.02 - Mass Asp (VND 25K - VND 59K),3,150,Chain,50
133379,Seg.01 - Mass (<VND 25K),1,15,Street,15
133381,Seg.01 - Mass (<VND 25K),29,290,Street,10
133382,Seg.01 - Mass (<VND 25K),30,240,Street,8
133386,Seg.01 - Mass (<VND 25K),60,600,Street,10
133386,Seg.01 - Mass (<VND 25K),30,300,Independent,10
133387,Seg.01 - Mass (<VND 25K),20,200,Independent,10
133387,Seg.01 - Mass (<VND 25K),10,70,Street,7
133388,Seg.01 - Mass (<VND 25K),30,450,Street,15
133389,Seg.01 - Mass (<VND 25K),30,390,Independent,13
133390,Seg.01 - Mass (<VND 25K),50,500,Independent,10
133390,Seg.01 - Mass (<VND 25K),10,70,Street,7
133392,Seg.01 - Mass (<VND 25K),20,360,Chain,18
133392,Seg.01 - Mass (<VND 25K),40,480,Independent,12
133393,Seg.02 - Mass Asp (VND 25K - VND 59K),4,140,Chain,35
133394,Seg.01 - Mass (<VND 25K),20,200,Street,10
133394,Seg.01 - Mass (<VND 25K),10,120,Independent,12
133395,Seg.01 - Mass (<VND 25K),20,140,Street,7
133395,Seg.01 - Mass (<VND 25K),40,400,Independent,10
133396,Seg.01 - Mass (<VND 25K),2,20,Street,10
133396,Seg.01 - Mass (<VND 25K),5,60,Independent,12
133397,Seg.01 - Mass (<VND 25K),23,184,Independent,8
133397,Seg.01 - Mass (<VND 25K),3,24,Street,8
133397,Seg.01 - Mass (<VND 25K),4,48,Chain,12
133405,Seg.01 - Mass (<VND 25K),20,200,Independent,10
133409,Seg.02 - Mass Asp (VND 25K - VND 59K),4,200,Chain,50
133409,Seg.02 - Mass Asp (VND 25K - VND 59K),24,720,Independent,30
133409,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Street,30
133410,Seg.01 - Mass (<VND 25K),2,40,Street,20
133411,Seg.01 - Mass (<VND 25K),2,30,Street,15
133413,Seg.01 - Mass (<VND 25K),21,210,Independent,10
133446,Seg.01 - Mass (<VND 25K),13,195,Street,15
133451,Seg.01 - Mass (<VND 25K),10,80,Street,8
133451,Seg.01 - Mass (<VND 25K),20,240,Independent,12
133453,Seg.01 - Mass (<VND 25K),4,48,Independent,12
133480,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
133480,Seg.02 - Mass Asp (VND 25K - VND 59K),1,30,Chain,30
133482,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Independent,30
133483,Seg.01 - Mass (<VND 25K),4,80,Independent,20
133484,Seg.01 - Mass (<VND 25K),4,80,Independent,20
133485,Seg.01 - Mass (<VND 25K),2,40,Independent,20
133520,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Street,30
133520,Seg.02 - Mass Asp (VND 25K - VND 59K),2,100,Chain,50
133563,Seg.02 - Mass Asp (VND 25K - VND 59K),12,480,Chain,40
133564,Seg.03 - Premium (VND 60K - VND 99K),10,700,Chain,70
133570,Seg.01 - Mass (<VND 25K),25,200,Street,8
133571,Seg.01 - Mass (<VND 25K),4,40,Independent,10
133572,Seg.01 - Mass (<VND 25K),4,32,Street,8
133613,Seg.02 - Mass Asp (VND 25K - VND 59K),10,400,Chain,40
133615,Seg.01 - Mass (<VND 25K),7,84,Independent,12
133615,Seg.01 - Mass (<VND 25K),20,120,Street,6
133616,Seg.01 - Mass (<VND 25K),6,90,Independent,15
133617,Seg.01 - Mass (<VND 25K),28,336,Independent,12
133618,Seg.01 - Mass (<VND 25K),10,60,Street,6
133618,Seg.01 - Mass (<VND 25K),20,100,Independent,5
133619,Seg.01 - Mass (<VND 25K),2,24,Independent,12
133619,Seg.01 - Mass (<VND 25K),5,30,Street,6
133620,Seg.02 - Mass Asp (VND 25K - VND 59K),1,30,Chain,30
133620,Seg.01 - Mass (<VND 25K),1,10,Independent,10
133637,Seg.01 - Mass (<VND 25K),30,210,Independent,7
133638,Seg.01 - Mass (<VND 25K),18,216,Independent,12
133638,Seg.01 - Mass (<VND 25K),2,16,Street,8
133639,Seg.01 - Mass (<VND 25K),2,30,Independent,15
133640,Seg.01 - Mass (<VND 25K),2,30,Independent,15
133641,Seg.02 - Mass Asp (VND 25K - VND 59K),4,196,Chain,49
133641,Seg.01 - Mass (<VND 25K),8,160,Independent,20
133642,Seg.01 - Mass (<VND 25K),30,240,Independent,8
133677,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
133681,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Street,35
133685,Seg.01 - Mass (<VND 25K),1,10,Independent,10
133685,Seg.02 - Mass Asp (VND 25K - VND 59K),1,50,Chain,50
133732,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
133756,Seg.01 - Mass (<VND 25K),4,80,Street,20
133757,Seg.01 - Mass (<VND 25K),3,60,Street,20
133758,Seg.01 - Mass (<VND 25K),2,40,Street,20
133759,Seg.01 - Mass (<VND 25K),2,40,Street,20
133771,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
133778,Seg.01 - Mass (<VND 25K),4,60,Street,15
133789,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Independent,35
133867,Seg.01 - Mass (<VND 25K),30,270,Street,9
133868,Seg.01 - Mass (<VND 25K),6,60,Street,10
133869,Seg.01 - Mass (<VND 25K),24,480,Independent,20
133869,Seg.02 - Mass Asp (VND 25K - VND 59K),6,240,Chain,40
133884,Seg.01 - Mass (<VND 25K),20,200,Street,10
133885,Seg.01 - Mass (<VND 25K),28,280,Independent,10
133886,Seg.01 - Mass (<VND 25K),30,300,Independent,10
133887,Seg.01 - Mass (<VND 25K),4,80,Independent,20
133889,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
133890,Seg.01 - Mass (<VND 25K),56,336,Street,6
133891,Seg.02 - Mass Asp (VND 25K - VND 59K),40,1200,Chain,30
133891,Seg.01 - Mass (<VND 25K),10,150,Independent,15
133893,Seg.01 - Mass (<VND 25K),14,280,Independent,20
133893,Seg.01 - Mass (<VND 25K),10,80,Street,8
133894,Seg.01 - Mass (<VND 25K),10,70,Street,7
133895,Seg.01 - Mass (<VND 25K),4,24,Street,6
133896,Seg.01 - Mass (<VND 25K),10,110,Street,11
133896,Seg.01 - Mass (<VND 25K),20,220,Independent,11
133898,Seg.01 - Mass (<VND 25K),3,45,Street,15
133898,Seg.02 - Mass Asp (VND 25K - VND 59K),5,275,Chain,55
133899,Seg.01 - Mass (<VND 25K),3,30,Street,10
133900,Seg.02 - Mass Asp (VND 25K - VND 59K),3,150,Independent,50
133900,Seg.01 - Mass (<VND 25K),1,12,Street,12
133912,Seg.01 - Mass (<VND 25K),30,600,Street,20
133913,Seg.02 - Mass Asp (VND 25K - VND 59K),1,25,Independent,25
133913,Seg.01 - Mass (<VND 25K),3,36,Street,12
133914,Seg.02 - Mass Asp (VND 25K - VND 59K),20,980,Chain,49
133915,Seg.02 - Mass Asp (VND 25K - VND 59K),12,480,Chain,40
133916,Seg.01 - Mass (<VND 25K),10,100,Street,10
133916,Seg.01 - Mass (<VND 25K),20,300,Independent,15
133917,Seg.02 - Mass Asp (VND 25K - VND 59K),2,50,Chain,25
